,trap,ERRATICUS,PIPIENS,RESTUANS,SALINARIUS,TARSALIS,TERRITANS,PIPIENSRESTUANS,wnv,Date,Latitude,Longitude,Min_Station_Distance,Closest_Station,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Min_Spray_Distance,Spray,closest_spray_all
355,T012,0,0,1,0,0,0,1,0,2007-07-27,41.99100000000001,-87.74700000000001,9.58050614442,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.9897066468699725
356,T013,0,0,0,0,0,0,1,0,2007-07-27,41.924,-87.785,9.06300042138,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.06973489297786471
357,T015,0,0,2,0,0,0,1,0,2007-07-27,41.974,-87.825,5.74706717582,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.006064115184154379
358,T016,0,0,0,0,0,0,1,0,2007-07-27,42.012,-87.81200000000001,6.3384097730999995,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.025465125679229556
359,T018,0,0,0,0,0,0,1,0,2007-07-27,42.01,-87.662,13.989179614700001,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,1.005732628005874
360,T025,0,0,0,0,0,0,1,0,2007-07-27,41.979,-87.751,9.4362977905,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,1.0505886120392152
361,T028,0,0,1,0,0,0,1,0,2007-07-27,41.986999999999995,-87.69,12.5238370762,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.045721240055445096
362,T030,0,0,1,0,0,0,1,0,2007-07-27,41.898999999999994,-87.71700000000001,8.00523231883,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.2589106378975566
363,T031,0,0,0,0,0,0,1,0,2007-07-27,41.801,-87.76299999999999,1.1808715949500002,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.6778774840264137
364,T035,0,0,1,0,0,0,1,0,2007-07-27,41.836999999999996,-87.678,5.194958161780001,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,2.999546901269548
365,T037,0,0,1,0,0,0,1,0,2007-07-27,41.92100000000001,-87.795,8.753452766930002,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.0199158078688713
366,T039,0,0,0,0,0,0,1,0,2007-07-27,41.912,-87.727,8.7911761884,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.7287229684103861
367,T043,0,1,0,0,0,0,1,0,2007-07-27,41.857,-87.695,5.715766073099999,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.369345474124189
368,T045,0,0,1,0,0,0,1,0,2007-07-27,41.922,-87.666,10.3822649411,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.6359576825745957
369,T046,0,1,1,0,0,0,1,0,2007-07-27,41.891000000000005,-87.654,8.83720536293,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,2.276280873027733
370,T047,0,0,1,0,0,0,0,0,2007-07-27,41.868,-87.696,6.35482790709,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.7198010308054855
371,T048,0,0,1,0,0,0,1,0,2007-07-27,41.867,-87.654,7.53941661205,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,2.7460847568882163
372,T049,0,0,1,0,0,0,1,0,2007-07-27,41.896,-87.655,9.09369521734,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.9653535412815655
373,T051,0,0,0,0,0,0,1,0,2007-07-27,41.846000000000004,-87.65700000000001,6.41903673724,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,3.239017755006657
374,T054,0,0,1,0,0,0,0,0,2007-07-27,41.922,-87.632,11.2445071398,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,2.377939935135807
375,T061,0,0,1,0,0,0,1,0,2007-07-27,41.801,-87.679,3.90978777708,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.320987038678769
376,T063,0,0,0,0,0,0,1,0,2007-07-27,41.826,-87.727,3.0475395170599997,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,2.787835771045319
377,T066,0,0,0,0,0,0,1,0,2007-07-27,41.772,-87.70299999999999,2.70941941157,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.062492891081133636
378,T067,0,0,1,0,0,0,1,0,2007-07-27,41.75899999999999,-87.74600000000001,1.88901241385,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.8823491707131005
379,T070,0,0,1,0,0,0,1,0,2007-07-27,41.798,-87.79799999999999,2.5160355663900003,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,3.1264640152474854
380,T071,0,0,1,0,0,0,0,0,2007-07-27,41.781000000000006,-87.777,1.33669001166,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.8449582675999667
381,T072,0,0,1,0,0,0,1,0,2007-07-27,41.748000000000005,-87.70299999999999,3.6452211465800004,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.7687200424205294
382,T073,0,0,0,0,0,0,1,0,2007-07-27,41.773,-87.601,7.851848324189999,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.0200488298579926
383,T114,0,0,0,0,0,0,1,0,2007-07-27,41.799,-87.73700000000001,1.18539239674,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.9349896039408432
384,T129,0,0,0,0,0,0,1,0,2007-07-27,41.891000000000005,-87.61200000000001,10.233401593,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,3.911638381720372
385,T141,0,0,1,0,0,0,1,0,2007-07-27,41.961999999999996,-87.76,9.195737439010001,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.9445132837035876
386,T142,0,0,1,0,0,0,1,0,2007-07-27,41.953,-87.777,8.54124450131,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.06653543410777785
387,T143,0,0,1,0,0,0,0,0,2007-07-27,41.998999999999995,-87.796,7.05863876455,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.015506128807983285
388,T144,0,0,0,0,0,0,1,0,2007-07-27,41.94,-87.795,8.05809788632,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.029526022860611276
389,T145,0,0,1,0,0,0,1,0,2007-07-27,41.878,-87.63,8.942592190980001,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,3.729662224143462
390,T146,0,0,0,0,0,0,1,0,2007-07-27,41.958,-87.70299999999999,12.1171409955,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.28373840187840754
391,T148,0,0,1,0,0,0,1,0,2007-07-27,42.016999999999996,-87.68799999999999,12.702749346600001,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,1.3551660610394018
392,T151,0,0,1,0,0,0,1,0,2007-07-27,41.916000000000004,-87.801,8.71615596247,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.05889358442344134
393,T152,0,0,0,0,0,0,1,0,2007-07-27,41.846000000000004,-87.71600000000001,4.53892972315,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.9164116402713152
394,T155,0,0,0,0,0,0,1,0,2007-07-27,41.776,-87.779,1.5561560274700001,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,1.9598564665866531
395,T218,0,0,0,0,0,0,1,0,2007-07-27,41.948,-87.73100000000001,10.8977831699,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.019528521765132468
396,T219,0,0,1,0,0,0,1,0,2007-07-27,41.967,-87.675,13.1081247505,2,2,83,70,77.0,67,70.0,RA BR HZ,0.0,0.04,29.16,29.8,1.2,36,8.1,,0,0.6410268932070179
397,T220,0,0,1,0,0,0,1,0,2007-07-27,41.964,-87.69200000000001,12.593985932999999,1,1,83,70,77.0,68,70.0,RA BR HZ,0.0,0.17,29.11,29.82,3.0,3,7.9,,0,0.8580655040980102
398,T001,0,1,0,0,0,0,2,0,2007-08-01,41.95399999999999,-87.734,10.6322905875,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.07464312496166357
399,T002,0,2,1,0,0,0,3,2,2007-08-01,41.955,-87.801,7.337331426919999,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.1802629371261451
400,T003,0,1,2,0,0,0,2,0,2007-08-01,41.964,-87.758,9.2625688351,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.9676718196545845
401,T005,0,1,0,0,0,0,1,0,2007-08-01,41.942,-87.77600000000001,8.87536212345,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.06690987534857437
402,T006,0,1,0,0,0,0,1,0,2007-08-01,41.99,-87.79700000000001,7.01074599233,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.004882750586403168
403,T007,0,1,0,0,0,0,0,0,2007-08-01,41.995,-87.76899999999999,8.44355616196,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.20291089545008587
404,T008,0,2,2,0,0,0,3,1,2007-08-01,42.008,-87.77799999999999,8.02966383335,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.05404954273490426
405,T009,0,2,1,0,0,0,2,0,2007-08-01,41.982,-87.81299999999999,6.24364423775,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.044019055644124123
406,T011,0,2,1,0,0,0,2,0,2007-08-01,41.945,-87.833,6.19970925636,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.7633954582231183
407,T012,0,2,2,0,0,0,2,0,2007-08-01,41.99100000000001,-87.74700000000001,9.58050614442,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.9897066468699725
408,T013,0,0,0,0,0,0,1,0,2007-08-01,41.924,-87.785,9.06300042138,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.06973489297786471
409,T014,0,2,1,0,0,0,2,0,2007-08-01,41.97,-87.788,7.66356563348,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.009186922163699613
410,T015,0,1,1,0,0,0,2,1,2007-08-01,41.974,-87.825,5.74706717582,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.006064115184154379
411,T016,0,3,1,0,0,0,2,0,2007-08-01,42.012,-87.81200000000001,6.3384097730999995,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.025465125679229556
412,T017,0,0,1,0,0,0,2,0,2007-08-01,41.961000000000006,-87.777,8.369506598960001,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.0676940379436207
413,T018,0,0,0,0,0,0,1,0,2007-08-01,42.01,-87.662,13.989179614700001,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,1.005732628005874
414,T019,0,1,1,0,0,0,2,0,2007-08-01,41.95,-87.698,11.6564140423,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.3115925482654627
415,T025,0,2,1,0,0,0,2,0,2007-08-01,41.979,-87.751,9.4362977905,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,1.0505886120392152
416,T027,0,0,1,0,0,0,2,0,2007-08-01,41.985,-87.728,10.5778104713,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,1.1827254334052897
417,T028,0,2,0,0,0,0,2,0,2007-08-01,41.986999999999995,-87.69,12.5238370762,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.045721240055445096
418,T030,0,2,1,0,0,0,1,0,2007-08-01,41.898999999999994,-87.71700000000001,8.00523231883,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.2589106378975566
419,T031,0,1,0,0,0,0,2,0,2007-08-01,41.801,-87.76299999999999,1.1808715949500002,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.6778774840264137
420,T033,0,1,0,1,0,0,2,0,2007-08-01,41.907,-87.70100000000001,8.7558239145,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.7553397447005854
421,T034,0,2,0,0,0,0,1,0,2007-08-01,41.843999999999994,-87.68700000000001,5.2235587362,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.356895516301771
422,T035,0,1,0,0,0,0,1,0,2007-08-01,41.836999999999996,-87.678,5.194958161780001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.999546901269548
423,T036,0,1,0,0,0,0,2,0,2007-08-01,41.836999999999996,-87.729,3.71472664179,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.5187352059855432
424,T037,0,2,0,0,0,0,2,0,2007-08-01,41.92100000000001,-87.795,8.753452766930002,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.0199158078688713
425,T039,0,0,0,0,0,0,1,0,2007-08-01,41.912,-87.727,8.7911761884,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.7287229684103861
426,T043,0,1,2,0,0,0,2,0,2007-08-01,41.857,-87.695,5.715766073099999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.369345474124189
427,T044,0,1,1,0,0,0,1,0,2007-08-01,41.883,-87.705,7.12050087573,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.021942150699492954
428,T045,0,2,0,0,0,0,2,0,2007-08-01,41.922,-87.666,10.3822649411,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.6359576825745957
429,T046,0,2,2,0,0,0,2,0,2007-08-01,41.891000000000005,-87.654,8.83720536293,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.276280873027733
430,T047,0,2,1,0,0,0,1,0,2007-08-01,41.868,-87.696,6.35482790709,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.7198010308054855
431,T048,0,2,0,0,0,0,2,0,2007-08-01,41.867,-87.654,7.53941661205,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.7460847568882163
432,T049,0,2,1,0,0,0,2,0,2007-08-01,41.896,-87.655,9.09369521734,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.9653535412815655
433,T050,0,1,0,0,0,0,2,0,2007-08-01,41.919,-87.694,9.654690980449999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.008301150227724588
434,T054,0,0,0,0,0,0,1,0,2007-08-01,41.922,-87.632,11.2445071398,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.377939935135807
435,T060,0,0,0,0,0,0,2,0,2007-08-01,41.823,-87.678,4.595930050340001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.6998543091907266
436,T061,0,1,1,0,0,0,2,0,2007-08-01,41.801,-87.679,3.90978777708,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.320987038678769
437,T062,0,2,1,0,0,0,2,0,2007-08-01,41.801,-87.712,2.31075505672,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.0540974743655334
438,T065,0,2,2,1,0,0,2,1,2007-08-01,41.778,-87.75200000000001,0.552120875441,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.5647227978131815
439,T066,0,2,1,0,0,0,3,0,2007-08-01,41.772,-87.70299999999999,2.70941941157,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.062492891081133636
440,T067,0,2,3,1,0,0,3,0,2007-08-01,41.75899999999999,-87.74600000000001,1.88901241385,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.8823491707131005
441,T069,0,3,2,0,0,0,3,0,2007-08-01,41.768,-87.679,3.9705502978300005,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.8210434004577626
442,T070,0,2,1,0,0,0,3,0,2007-08-01,41.798,-87.79799999999999,2.5160355663900003,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.1264640152474854
443,T071,0,1,0,0,0,0,3,0,2007-08-01,41.781000000000006,-87.777,1.33669001166,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.8449582675999667
444,T072,0,2,0,0,0,0,2,0,2007-08-01,41.748000000000005,-87.70299999999999,3.6452211465800004,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.7687200424205294
445,T073,0,3,2,0,0,0,3,0,2007-08-01,41.773,-87.601,7.851848324189999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.0200488298579926
446,T074,0,3,3,0,0,0,3,0,2007-08-01,41.823,-87.666,5.1227228159400005,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.957974541401836
447,T075,0,1,0,0,0,0,3,0,2007-08-01,41.799,-87.585,8.67175033166,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.901074532369109
448,T077,0,1,1,0,0,0,2,0,2007-08-01,41.778999999999996,-87.586,8.588495143,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.823830902959741
449,T078,0,0,0,0,0,0,3,0,2007-08-01,41.775,-87.655,5.0679716752,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.9495688731094984
450,T079,0,3,3,0,0,0,3,0,2007-08-01,41.766000000000005,-87.56299999999999,9.86105207766,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.093496458194432
451,T080,0,1,3,0,0,0,2,0,2007-08-01,41.755,-87.613,7.493436130119999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.1447609338850752
452,T081,0,2,1,0,0,0,3,1,2007-08-01,41.821999999999996,-87.62799999999999,6.86833572735,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.9452311000096274
453,T082,0,3,1,0,0,0,4,1,2007-08-01,41.803000000000004,-87.64299999999999,5.75041762845,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.8941700145755886
454,T083,0,2,3,0,0,0,3,0,2007-08-01,41.754,-87.59100000000001,8.60641370505,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.7048440502221699
455,T084,0,2,0,0,0,0,2,0,2007-08-01,41.693000000000005,-87.59899999999999,10.1853799902,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.5059699706439722
456,T085,0,3,1,0,0,0,3,0,2007-08-01,41.721000000000004,-87.648,7.000759522360001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.02256820276754437
457,T086,0,8,3,0,0,0,8,1,2007-08-01,41.688,-87.677,7.795806064580001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.014821801790106
458,T088,0,2,0,0,0,0,3,0,2007-08-01,41.869,-87.696,6.41635681207,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.6761797049775374
459,T089,0,1,0,0,0,0,1,0,2007-08-01,41.723,-87.65,6.83301494426,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.04572552012646952
460,T090,0,3,3,0,0,0,3,1,2007-08-01,41.868,-87.667,7.160977485539999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.0910285212083344
461,T091,0,2,1,0,0,0,3,0,2007-08-01,41.861999999999995,-87.649,7.468863139450001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.09549853646791
462,T092,0,2,1,0,0,0,3,0,2007-08-01,41.869,-87.62799999999999,8.589788188250001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.9635311590357767
463,T094,0,1,1,0,0,0,1,0,2007-08-01,41.721000000000004,-87.666,6.314798485830001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.16719317191679503
464,T096,0,2,1,1,0,0,2,1,2007-08-01,41.732,-87.678,5.339621773819999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.3633307204207894
465,T097,0,0,0,0,0,0,2,0,2007-08-01,41.645,-87.604,12.3798892119,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,4.79640601079406
466,T099,0,1,1,0,0,0,2,0,2007-08-01,41.733999999999995,-87.556,10.745137344200002,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.6520711167330389
467,T100,0,1,1,0,0,0,2,0,2007-08-01,41.718,-87.53200000000001,12.3001783214,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.8648262817731336
468,T102,0,1,2,0,0,0,2,0,2007-08-01,41.75,-87.605,7.991190652110001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.2626299594224432
469,T103,0,2,2,0,0,1,9,3,2007-08-01,41.703,-87.536,12.5480503273,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.0132122900510043
470,T107,0,1,0,0,0,0,1,0,2007-08-01,41.73,-87.583,9.55015441923,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.2552178370510739
471,T114,0,2,2,0,0,2,3,0,2007-08-01,41.799,-87.73700000000001,1.18539239674,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.9349896039408432
472,T115,0,32,4,1,0,1,16,0,2007-08-01,41.673,-87.6,11.071114382000001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,2.886393518572813
473,T128,0,1,1,1,0,0,2,0,2007-08-01,41.705,-87.566,11.120713435599999,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,1.5856047158739959
474,T129,0,1,1,0,0,0,2,0,2007-08-01,41.891000000000005,-87.61200000000001,10.233401593,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.911638381720372
475,T135,0,3,1,1,0,0,3,2,2007-08-01,41.662,-87.725,8.67089799476,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,4.939085299333966
476,T138,0,11,5,1,0,1,6,1,2007-08-01,41.726000000000006,-87.585,9.57212732595,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,0.09251801092730132
477,T141,0,2,0,0,0,0,1,0,2007-08-01,41.961999999999996,-87.76,9.195737439010001,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.9445132837035876
478,T142,0,1,0,0,0,0,2,0,2007-08-01,41.953,-87.777,8.54124450131,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.06653543410777785
479,T143,0,2,1,0,0,0,2,0,2007-08-01,41.998999999999995,-87.796,7.05863876455,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.015506128807983285
480,T144,0,2,1,0,0,0,2,1,2007-08-01,41.94,-87.795,8.05809788632,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.029526022860611276
481,T145,0,3,3,0,0,0,4,0,2007-08-01,41.878,-87.63,8.942592190980001,2,2,91,69,80.0,63,70.0, ,0.0,0.0,29.34,29.98,2.1,13,3.7,,0,3.729662224143462
482,T146,0,2,2,0,0,0,1,0,2007-08-01,41.958,-87.70299999999999,12.1171409955,1,1,92,69,81.0,62,69.0,HZ,0.0,0.0,29.29,30.0,3.5,9,4.1,,0,0.28373840187840754
