,Station,Date,Tmax,Tmin,Tavg,DewPoint,WetBulb,CodeSum,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,Lat,Long
793,2,2009-05-29,77,55,66.0,49,55.0, ,0.0,0.0,29.23,29.87,2.0,31,6.8,41.786,-87.752
794,1,2009-05-30,79,50,65.0,46,54.0,RA,0.0,0.01,29.09,29.81,2.9,27,6.8,41.995,-87.933
795,2,2009-05-30,79,53,66.0,46,55.0, ,0.0,0.01,29.15,29.8,1.8,29,6.6,41.786,-87.752
796,1,2009-05-31,73,45,59.0,41,50.0, ,0.0,0.0,29.21,29.94,2.7,10,4.6,41.995,-87.933
797,2,2009-05-31,72,49,61.0,43,52.0, ,0.0,0.0,29.26,29.93,2.9,9,6.3,41.786,-87.752
798,1,2009-06-01,78,51,65.0,53,57.0,TSRA RA,0.0,0.44,29.19,29.89,1.2,34,11.1,41.995,-87.933
799,2,2009-06-01,80,52,66.0,54,58.0,TSRA RA,0.0,0.83,29.25,29.88,1.0,34,10.0,41.786,-87.752
800,1,2009-06-02,60,48,54.0,46,50.0,RA BR,0.0,0.12,29.36,30.09,7.4,3,8.0,41.995,-87.933
801,2,2009-06-02,61,50,56.0,47,51.0,RA BR,0.0,0.06,29.42,30.07,8.3,3,9.2,41.786,-87.752
802,1,2009-06-03,61,43,52.0,39,46.0, ,0.0,0.0,29.42,30.15,10.5,4,10.7,41.995,-87.933
803,2,2009-06-03,61,47,54.0,40,48.0, ,0.0,0.0,29.47,30.13,11.0,2,11.4,41.786,-87.752
804,1,2009-06-04,68,42,55.0,37,48.0, ,0.0,0.0,29.31,30.05,4.7,4,5.9,41.995,-87.933
805,2,2009-06-04,68,47,58.0,38,49.0, ,0.0,0.0,29.36,30.05,5.2,5,6.4,41.786,-87.752
806,1,2009-06-05,79,44,62.0,44,54.0, ,0.0,0.0,29.18,29.91,5.8,26,6.7,41.995,-87.933
807,2,2009-06-05,80,47,64.0,43,54.0, ,0.0,0.0,29.23,29.91,6.3,25,7.2,41.786,-87.752
808,1,2009-06-06,63,51,57.0,45,50.0, ,0.0,0.02,29.2,29.93,6.2,5,7.7,41.995,-87.933
809,2,2009-06-06,66,55,61.0,48,53.0,RA,0.0,0.01,29.26,29.92,4.7,3,7.2,41.786,-87.752
810,1,2009-06-07,73,52,63.0,53,57.0,BR,0.0,0.04,29.14,29.87,2.7,8,6.9,41.995,-87.933
811,2,2009-06-07,74,56,65.0,54,59.0,RA BR,0.0,0.01,29.21,29.86,1.5,11,7.7,41.786,-87.752
812,1,2009-06-08,80,52,66.0,60,63.0,TSRA RA BR,0.0,0.45,29.06,29.77,5.9,24,9.2,41.995,-87.933
813,2,2009-06-08,82,55,69.0,61,65.0,TSRA RA BR HZ,0.0,0.3,29.11,29.76,6.4,25,10.0,41.786,-87.752
814,1,2009-06-09,67,55,61.0,53,56.0,DZ BR,0.0,0.01,29.23,29.94,4.0,6,6.3,41.995,-87.933
815,2,2009-06-09,67,56,62.0,53,56.0,DZ BR HZ,0.0,0.01,29.29,29.94,6.4,8,7.9,41.786,-87.752
816,1,2009-06-10,67,54,61.0,49,53.0,RA,0.0,0.01,29.15,29.89,8.0,5,8.7,41.995,-87.933
817,2,2009-06-10,67,55,61.0,50,55.0,RA,0.0,0.04,29.21,29.88,8.5,4,9.2,41.786,-87.752
818,1,2009-06-11,64,53,59.0,51,54.0,RA HZ,0.0,0.01,29.11,29.83,10.2,3,10.3,41.995,-87.933
819,2,2009-06-11,60,53,57.0,53,54.0,RA BR HZ,0.0,1.14,29.17,29.82,8.8,1,9.0,41.786,-87.752
820,1,2009-06-12,74,49,62.0,49,55.0,RA,0.0,0.01,29.24,29.95,4.4,7,5.8,41.995,-87.933
821,2,2009-06-12,72,50,61.0,49,55.0, ,0.0,0.01,29.3,29.95,5.0,6,6.7,41.786,-87.752
822,1,2009-06-13,68,54,61.0,51,55.0,RA BR,0.0,0.33,29.28,30.0,5.9,5,6.7,41.995,-87.933
823,2,2009-06-13,66,56,61.0,52,55.0,RA,0.0,0.31,29.34,29.99,7.2,4,7.6,41.786,-87.752
824,1,2009-06-14,77,51,64.0,48,57.0, ,0.0,0.0,29.29,30.01,4.5,4,4.7,41.995,-87.933
825,2,2009-06-14,76,54,65.0,50,57.0, ,0.0,0.0,29.34,30.0,5.1,5,5.8,41.786,-87.752
826,1,2009-06-15,81,53,67.0,49,58.0, ,0.0,0.0,29.28,30.01,5.5,9,6.4,41.995,-87.933
827,2,2009-06-15,81,57,69.0,49,58.0,HZ,0.0,0.0,29.34,29.99,7.4,9,7.7,41.786,-87.752
828,1,2009-06-16,71,59,65.0,55,60.0,RA BR,0.0,1.23,29.15,29.89,11.2,10,11.8,41.995,-87.933
829,2,2009-06-16,71,64,68.0,57,61.0,RA BR,0.0,1.07,29.21,29.87,10.3,11,10.7,41.786,-87.752
830,1,2009-06-17,71,61,66.0,59,62.0,BR HZ,0.0,0.0,29.16,29.88,3.0,36,6.2,41.995,-87.933
831,2,2009-06-17,73,63,68.0,60,63.0,BR HZ,0.0,0.0,29.21,29.87,2.6,34,6.7,41.786,-87.752
832,1,2009-06-18,80,61,71.0,63,67.0,RA BR,0.0,0.12,29.08,29.79,6.7,16,7.9,41.995,-87.933
833,2,2009-06-18,81,63,72.0,64,67.0,TSRA BR HZ,0.0,0.11,29.15,29.79,3.7,17,5.8,41.786,-87.752
834,1,2009-06-19,86,65,76.0,67,69.0,TS TSRA BR,0.0,3.97,28.97,29.7,7.2,18,11.6,41.995,-87.933
835,2,2009-06-19,88,66,77.0,68,70.0,TS TSRA RA BR,0.0,0.87,29.03,29.68,6.3,18,10.5,41.786,-87.752
836,1,2009-06-20,87,68,78.0,65,70.0, ,0.0,0.0,29.08,29.76,8.3,29,8.6,41.995,-87.933
837,2,2009-06-20,88,69,79.0,65,70.0, ,0.0,0.0,29.13,29.74,8.3,28,8.6,41.786,-87.752
838,1,2009-06-21,84,70,77.0,63,68.0, ,0.0,0.01,29.12,29.82,2.8,7,3.9,41.995,-87.933
839,2,2009-06-21,86,71,79.0,64,69.0,RA,0.0,0.01,29.17,29.8,3.3,9,3.5,41.786,-87.752
840,1,2009-06-22,89,68,79.0,67,71.0,TSRA RA,0.0,0.09,29.09,29.79,4.0,11,5.6,41.995,-87.933
841,2,2009-06-22,89,70,80.0,67,71.0,TSRA,0.0,0.06,29.15,29.77,5.3,12,7.2,41.786,-87.752
842,1,2009-06-23,94,71,83.0,69,73.0, ,0.0,0.0,29.16,29.87,1.8,14,3.5,41.995,-87.933
843,2,2009-06-23,92,75,84.0,68,73.0, ,0.0,0.0,29.22,29.85,2.8,13,4.5,41.786,-87.752
844,1,2009-06-24,94,75,85.0,68,73.0,TSRA,0.0,0.04,29.16,29.87,1.9,22,5.8,41.995,-87.933
845,2,2009-06-24,93,73,83.0,68,73.0,BR,0.0,0.78,29.21,29.85,2.1,23,4.3,41.786,-87.752
846,1,2009-06-25,94,75,85.0,69,73.0, ,0.0,0.01,29.08,29.8,2.4,32,4.9,41.995,-87.933
847,2,2009-06-25,93,76,85.0,68,73.0, ,0.0,0.0,29.15,29.77,1.8,26,4.6,41.786,-87.752
848,1,2009-06-26,86,69,78.0,60,72.0, ,0.0,0.0,29.2,29.85,6.4,4,8.2,41.995,-87.933
849,2,2009-06-26,86,72,79.0,61,67.0, ,0.0,0.0,29.2,29.83,6.4,4,8.0,41.786,-87.752
850,1,2009-06-27,89,62,76.0,61,67.0,TS RA,0.0,0.3,29.1,29.82,5.1,21,6.9,41.995,-87.933
851,2,2009-06-27,90,67,79.0,60,67.0,RA,0.0,0.05,29.18,29.8,6.0,22,6.9,41.786,-87.752
852,1,2009-06-28,83,66,75.0,53,62.0, ,0.0,0.0,29.0,29.73,13.2,29,13.6,41.995,-87.933
853,2,2009-06-28,83,68,76.0,53,62.0, ,0.0,0.0,29.08,29.71,14.1,29,14.6,41.786,-87.752
854,1,2009-06-29,77,63,70.0,54,61.0, ,0.0,0.0,28.89,29.6,12.2,30,12.7,41.995,-87.933
855,2,2009-06-29,78,65,72.0,54,61.0, ,0.0,0.0,28.95,29.59,13.4,30,14.1,41.786,-87.752
856,1,2009-06-30,66,59,63.0,53,57.0, ,0.0,0.0,28.95,29.65,8.9,30,9.1,41.995,-87.933
857,2,2009-06-30,68,61,65.0,53,58.0, ,0.0,0.0,29.0,29.64,8.1,30,8.3,41.786,-87.752
858,1,2009-07-01,65,57,61.0,52,56.0,RA DZ,0.0,0.01,29.07,29.77,8.2,32,8.7,41.995,-87.933
859,2,2009-07-01,65,57,61.0,54,57.0,RA DZ BR,0.0,0.02,29.13,29.76,6.6,31,7.4,41.786,-87.752
860,1,2009-07-02,73,59,66.0,54,60.0, ,0.0,0.0,29.26,29.95,8.4,31,8.8,41.995,-87.933
861,2,2009-07-02,73,60,67.0,55,60.0, ,0.0,0.0,29.31,29.94,5.7,31,7.6,41.786,-87.752
862,1,2009-07-03,79,63,71.0,56,62.0, ,0.0,0.0,29.36,30.06,1.2,34,5.8,41.995,-87.933
863,2,2009-07-03,79,62,71.0,56,62.0, ,0.0,0.0,29.41,30.05,1.8,2,6.5,41.786,-87.752
864,1,2009-07-04,69,59,64.0,58,61.0,RA BR FU,0.0,0.2,29.26,29.99,1.8,13,3.8,41.995,-87.933
865,2,2009-07-04,69,63,66.0,58,62.0,RA BR,0.0,0.12,29.31,29.98,3.4,14,4.7,41.786,-87.752
866,1,2009-07-05,81,57,69.0,58,63.0,RA BR HZ,0.0,0.05,29.2,29.92,0.7,34,2.4,41.995,-87.933
867,2,2009-07-05,82,61,72.0,59,64.0,BR HZ,0.0,0.03,29.25,29.9,0.3,36,2.6,41.786,-87.752
868,1,2009-07-06,86,60,73.0,54,62.0, ,0.0,0.0,29.14,29.86,7.5,31,7.8,41.995,-87.933
869,2,2009-07-06,85,63,74.0,54,63.0, ,0.0,0.0,29.2,29.84,4.2,30,5.5,41.786,-87.752
870,1,2009-07-07,77,59,68.0,54,60.0,RA,0.0,0.01,29.18,29.89,5.9,7,7.0,41.995,-87.933
871,2,2009-07-07,76,65,71.0,55,61.0, ,0.0,0.0,29.24,29.88,5.9,7,7.5,41.786,-87.752
872,1,2009-07-08,65,61,63.0,56,59.0,RA,0.0,0.06,29.28,29.99,6.8,6,7.0,41.995,-87.933
873,2,2009-07-08,68,62,65.0,55,59.0,RA,0.0,0.17,29.34,29.98,7.0,8,7.4,41.786,-87.752
874,1,2009-07-09,79,59,69.0,57,63.0, ,0.0,0.0,29.35,30.07,5.8,11,6.9,41.995,-87.933
875,2,2009-07-09,80,63,72.0,58,64.0, ,0.0,0.0,29.41,30.05,6.5,10,7.3,41.786,-87.752
876,1,2009-07-10,82,63,73.0,64,67.0,RA BR,0.0,0.08,29.34,30.06,4.4,21,4.9,41.995,-87.933
877,2,2009-07-10,84,67,76.0,65,68.0,RA BR HZ,0.0,0.12,29.41,30.04,3.6,21,4.6,41.786,-87.752
878,1,2009-07-11,85,63,74.0,59,65.0,TSRA BR HZ,0.0,0.25,29.34,30.04,4.8,31,7.0,41.995,-87.933
879,2,2009-07-11,85,68,77.0,60,67.0,TSRA BR,0.0,1.12,29.39,30.02,5.9,29,7.6,41.786,-87.752
880,1,2009-07-12,82,58,70.0,51,60.0, ,0.0,0.0,29.35,30.07,2.9,29,5.7,41.995,-87.933
881,2,2009-07-12,82,60,71.0,50,60.0, ,0.0,0.0,29.41,30.05,1.9,33,5.2,41.786,-87.752
882,1,2009-07-13,79,61,70.0,46,57.0, ,0.0,0.0,29.36,30.07,4.8,7,5.8,41.995,-87.933
883,2,2009-07-13,78,66,72.0,48,59.0, ,0.0,0.0,29.41,30.05,5.8,7,7.4,41.786,-87.752
884,1,2009-07-14,80,55,68.0,51,59.0, ,0.0,0.0,29.34,30.07,6.7,16,7.5,41.995,-87.933
885,2,2009-07-14,81,60,71.0,49,60.0, ,0.0,0.0,29.41,30.06,7.5,16,7.7,41.786,-87.752
886,1,2009-07-15,85,65,75.0,62,67.0,BR,0.0,0.68,29.18,29.9,10.0,24,12.4,41.995,-87.933
887,2,2009-07-15,86,67,77.0,62,67.0,TSRA RA BR,0.0,0.32,29.23,29.88,10.0,25,13.8,41.786,-87.752
888,1,2009-07-16,80,64,72.0,56,62.0, ,0.0,0.01,29.17,29.89,9.9,28,10.8,41.995,-87.933
889,2,2009-07-16,82,65,74.0,57,63.0, ,0.0,0.17,29.23,29.88,9.6,28,10.3,41.786,-87.752
890,1,2009-07-17,70,57,64.0,51,56.0, ,0.0,0.0,29.15,29.87,10.6,30,10.8,41.995,-87.933
891,2,2009-07-17,70,58,64.0,52,57.0,RA,0.0,0.01,29.21,29.86,10.1,29,10.4,41.786,-87.752
892,1,2009-07-18,72,57,65.0,52,57.0, ,0.0,0.0,29.31,30.01,8.1,31,8.2,41.995,-87.933
893,2,2009-07-18,73,58,66.0,52,58.0, ,0.0,0.0,29.36,30.0,6.6,32,7.1,41.786,-87.752
894,1,2009-07-19,71,57,64.0,52,58.0, ,0.0,0.0,29.39,30.11,1.3,36,4.0,41.995,-87.933
895,2,2009-07-19,73,60,67.0,53,59.0, ,0.0,0.0,29.45,30.1,1.4,4,4.6,41.786,-87.752
896,1,2009-07-20,76,55,66.0,55,60.0, ,0.0,0.0,29.36,30.09,5.1,9,5.5,41.995,-87.933
897,2,2009-07-20,76,59,68.0,56,61.0, ,0.0,0.0,29.42,30.08,6.2,10,6.5,41.786,-87.752
898,1,2009-07-21,80,58,69.0,57,62.0,RA DZ,0.0,0.04,29.28,30.01,3.1,13,5.8,41.995,-87.933
899,2,2009-07-21,82,64,73.0,56,63.0, ,0.0,0.0,29.33,29.99,4.9,14,6.3,41.786,-87.752
900,1,2009-07-22,78,63,71.0,61,64.0,BR HZ,0.0,0.01,29.23,29.95,3.5,3,5.0,41.995,-87.933
901,2,2009-07-22,79,66,73.0,59,64.0,BR HZ,0.0,0.0,29.28,29.93,2.8,11,5.9,41.786,-87.752
902,1,2009-07-23,82,62,72.0,58,63.0,TS BR HZ,0.0,0.0,29.21,29.93,2.6,32,5.0,41.995,-87.933
903,2,2009-07-23,79,63,71.0,60,64.0,BR HZ,0.0,0.1,29.26,29.91,1.7,1,6.0,41.786,-87.752
904,1,2009-07-24,83,61,72.0,59,64.0,TSRA RA,0.0,0.14,29.08,29.83,8.9,23,9.8,41.995,-87.933
905,2,2009-07-24,83,62,73.0,60,65.0,TSRA RA,0.0,0.19,29.14,29.82,8.7,23,9.6,41.786,-87.752
906,1,2009-07-25,81,66,74.0,58,64.0, ,0.0,0.0,29.02,29.73,10.6,28,11.1,41.995,-87.933
907,2,2009-07-25,81,66,74.0,59,65.0, ,0.0,0.01,29.08,29.71,10.8,27,11.5,41.786,-87.752
908,1,2009-07-26,82,63,73.0,58,64.0,RA,0.0,0.01,29.13,29.82,8.0,29,8.6,41.995,-87.933
909,2,2009-07-26,82,64,73.0,59,65.0, ,0.0,0.0,29.18,29.8,9.1,29,9.4,41.786,-87.752
910,1,2009-07-27,84,64,74.0,61,66.0,RA,0.0,0.02,29.13,29.86,9.3,23,10.1,41.995,-87.933
911,2,2009-07-27,84,66,75.0,61,67.0,RA,0.0,0.03,29.21,29.85,9.2,23,9.6,41.786,-87.752
912,1,2009-07-28,84,66,75.0,60,66.0,RA,0.0,0.01,29.08,29.78,6.4,28,8.0,41.995,-87.933
913,2,2009-07-28,86,68,77.0,62,67.0, ,0.0,0.01,29.13,29.77,6.5,28,7.7,41.786,-87.752
914,1,2009-07-29,81,62,72.0,51,59.0, ,0.0,0.0,29.13,29.84,4.2,35,7.1,41.995,-87.933
915,2,2009-07-29,79,66,73.0,52,61.0, ,0.0,0.0,29.19,29.82,3.8,3,7.1,41.786,-87.752
916,1,2009-07-30,79,59,69.0,57,62.0, ,0.0,0.01,29.15,29.85,4.4,23,5.5,41.995,-87.933
917,2,2009-07-30,80,65,73.0,57,63.0, ,0.0,0.01,29.2,29.84,4.9,24,6.3,41.786,-87.752
918,1,2009-07-31,81,58,70.0,54,61.0, ,0.0,0.0,29.23,29.94,6.2,26,7.3,41.995,-87.933
919,2,2009-07-31,82,62,72.0,55,62.0, ,0.0,0.0,29.29,29.92,5.9,27,6.7,41.786,-87.752
920,1,2009-08-01,75,61,68.0,59,62.0,RA,0.0,0.01,29.18,29.91,11.6,22,11.4,41.995,-87.933
921,2,2009-08-01,75,63,69.0,59,63.0, ,0.0,0.01,29.24,29.9,10.6,23,10.5,41.786,-87.752
922,1,2009-08-02,78,57,68.0,51,59.0, ,0.0,0.0,29.2,29.93,6.8,25,9.6,41.995,-87.933
923,2,2009-08-02,79,58,69.0,52,59.0, ,0.0,0.0,29.26,29.92,6.2,26,8.4,41.786,-87.752
924,1,2009-08-03,84,67,76.0,60,66.0, ,0.0,0.07,29.1,29.82,12.2,21,12.4,41.995,-87.933
925,2,2009-08-03,86,68,77.0,61,66.0,RA,0.0,0.06,29.17,29.81,11.0,21,11.3,41.786,-87.752
926,1,2009-08-04,85,67,76.0,61,67.0,BR,0.0,0.0,29.17,29.87,2.5,2,5.8,41.995,-87.933
927,2,2009-08-04,86,69,78.0,63,68.0,BR HZ,0.0,0.0,29.21,29.85,1.8,5,6.2,41.786,-87.752
928,1,2009-08-05,79,61,70.0,54,61.0, ,0.0,0.0,29.34,30.05,2.9,6,4.2,41.995,-87.933
929,2,2009-08-05,79,66,73.0,56,63.0, ,0.0,0.0,29.4,30.03,3.8,6,5.6,41.786,-87.752
930,1,2009-08-06,82,60,71.0,51,60.0, ,0.0,0.0,29.39,30.09,1.4,6,5.4,41.995,-87.933
931,2,2009-08-06,81,62,72.0,51,60.0, ,0.0,0.0,29.44,30.08,3.4,9,5.5,41.786,-87.752
932,1,2009-08-07,74,64,69.0,59,63.0,RA BR,0.0,0.33,29.36,30.09,7.3,15,7.8,41.995,-87.933
933,2,2009-08-07,74,67,71.0,59,63.0,RA BR,0.0,0.23,29.41,30.08,6.4,15,7.2,41.786,-87.752
934,1,2009-08-08,89,68,79.0,70,73.0,RA BR,0.0,0.02,29.2,29.92,12.9,21,13.6,41.995,-87.933
935,2,2009-08-08,89,69,79.0,70,73.0,TSRA RA BR,0.0,0.08,29.26,29.92,12.2,21,12.8,41.786,-87.752
936,1,2009-08-09,91,77,84.0,71,74.0, ,0.0,0.18,29.23,29.94,11.6,23,12.9,41.995,-87.933
937,2,2009-08-09,92,77,85.0,72,75.0, ,0.0,0.02,29.29,29.92,11.1,23,12.3,41.786,-87.752
938,1,2009-08-10,85,70,78.0,65,69.0, ,0.0,0.0,29.24,29.95,6.9,26,7.2,41.995,-87.933
939,2,2009-08-10,86,71,79.0,66,70.0, ,0.0,0.0,29.31,29.94,8.3,26,8.9,41.786,-87.752
940,1,2009-08-11,82,62,72.0,61,66.0, ,0.0,0.0,29.3,30.0,6.3,2,8.0,41.995,-87.933
941,2,2009-08-11,81,65,73.0,62,66.0, ,0.0,0.0,29.36,29.98,6.1,2,8.7,41.786,-87.752
942,1,2009-08-12,83,60,72.0,55,62.0, ,0.0,0.0,29.39,30.09,3.7,4,5.9,41.995,-87.933
943,2,2009-08-12,82,63,73.0,56,63.0, ,0.0,0.0,29.44,30.07,5.5,5,7.0,41.786,-87.752
944,1,2009-08-13,86,60,73.0,55,63.0, ,0.0,0.0,29.38,30.1,1.5,14,3.8,41.995,-87.933
945,2,2009-08-13,86,63,75.0,55,63.0, ,0.0,0.0,29.44,30.09,2.0,16,4.0,41.786,-87.752
946,1,2009-08-14,88,63,76.0,59,66.0, ,0.0,0.0,29.38,30.1,5.4,21,5.7,41.995,-87.933
947,2,2009-08-14,88,67,78.0,59,66.0, ,0.0,0.0,29.44,30.08,6.3,21,6.5,41.786,-87.752
948,1,2009-08-15,89,67,78.0,61,67.0, ,0.0,0.0,29.32,30.04,8.7,19,8.9,41.995,-87.933
949,2,2009-08-15,89,70,80.0,61,68.0, ,0.0,0.0,29.38,30.02,8.3,19,8.7,41.786,-87.752
950,1,2009-08-16,88,70,79.0,67,70.0,TSRA,0.0,0.63,29.27,29.99,9.5,20,10.2,41.995,-87.933
951,2,2009-08-16,90,71,81.0,68,71.0,TSRA RA,0.0,0.27,29.34,29.97,9.3,21,10.1,41.786,-87.752
952,1,2009-08-17,83,70,77.0,68,70.0,TSRA RA BR,0.0,0.33,29.28,30.0,4.6,22,5.8,41.995,-87.933
953,2,2009-08-17,83,71,77.0,68,71.0,RA BR,0.0,0.59,29.34,29.98,5.1,22,7.5,41.786,-87.752
954,1,2009-08-18,83,65,74.0,59,65.0, ,0.0,0.0,29.28,29.99,7.5,27,8.1,41.995,-87.933
955,2,2009-08-18,84,66,75.0,61,66.0, ,0.0,0.0,29.33,29.97,8.0,27,8.3,41.786,-87.752
956,1,2009-08-19,83,59,71.0,60,65.0,RA,0.0,0.35,29.08,29.83,5.7,16,8.7,41.995,-87.933
957,2,2009-08-19,81,64,73.0,62,66.0,TSRA BR,0.0,0.61,29.15,29.82,5.9,16,8.2,41.786,-87.752
958,1,2009-08-20,78,64,71.0,61,65.0,RA,0.0,0.07,28.93,29.66,12.1,23,12.5,41.995,-87.933
959,2,2009-08-20,79,64,72.0,61,65.0,RA BR,0.0,0.12,29.0,29.65,12.2,23,12.7,41.786,-87.752
960,1,2009-08-21,73,59,66.0,58,61.0,RA,0.0,0.16,29.07,29.75,7.7,27,10.7,41.995,-87.933
961,2,2009-08-21,74,59,67.0,58,61.0,RA,0.0,0.05,29.13,29.75,10.1,27,13.2,41.786,-87.752
962,1,2009-08-22,68,57,63.0,52,56.0, ,0.0,0.0,29.31,30.0,7.8,1,9.4,41.995,-87.933
963,2,2009-08-22,69,58,64.0,52,57.0, ,0.0,0.0,29.36,29.99,9.4,36,10.4,41.786,-87.752
964,1,2009-08-23,74,56,65.0,53,58.0, ,0.0,0.0,29.38,30.09,2.7,2,6.4,41.995,-87.933
965,2,2009-08-23,73,58,66.0,55,59.0, ,0.0,0.0,29.44,30.08,3.5,5,7.6,41.786,-87.752
966,1,2009-08-24,79,54,67.0,56,61.0, ,0.0,0.0,29.41,30.13,3.8,21,5.1,41.995,-87.933
967,2,2009-08-24,79,57,68.0,57,62.0, ,0.0,0.0,29.47,30.12,5.0,21,5.7,41.786,-87.752
968,1,2009-08-25,83,59,71.0,61,65.0, ,0.0,0.0,29.33,30.05,9.1,21,9.2,41.995,-87.933
969,2,2009-08-25,82,61,72.0,61,65.0, ,0.0,0.0,29.39,30.04,8.3,21,8.6,41.786,-87.752
970,1,2009-08-26,73,62,68.0,62,64.0,RA BR,0.0,0.93,29.36,30.08,5.2,2,7.8,41.995,-87.933
971,2,2009-08-26,72,64,68.0,64,65.0,RA BR,0.0,0.54,29.42,30.07,3.9,2,7.3,41.786,-87.752
972,1,2009-08-27,67,61,64.0,60,61.0,RA BR,0.0,0.95,29.36,30.08,9.1,7,9.7,41.995,-87.933
973,2,2009-08-27,67,62,65.0,61,63.0,RA BR,0.0,1.19,29.41,30.07,10.7,8,11.0,41.786,-87.752
974,1,2009-08-28,68,60,64.0,61,62.0,RA BR,0.0,0.22,29.18,29.93,3.4,2,5.7,41.995,-87.933
975,2,2009-08-28,71,61,66.0,61,63.0,RA BR,0.0,0.28,29.24,29.92,2.6,2,5.4,41.786,-87.752
976,1,2009-08-29,69,56,63.0,51,56.0,RA DZ BR,0.0,0.02,29.18,29.89,11.4,31,11.8,41.995,-87.933
977,2,2009-08-29,69,56,63.0,52,57.0,DZ,0.0,0.01,29.24,29.88,10.4,31,11.1,41.786,-87.752
978,1,2009-08-30,66,51,59.0,47,52.0, ,0.0,0.0,29.44,30.14,8.2,1,9.3,41.995,-87.933
979,2,2009-08-30,66,51,59.0,47,53.0, ,0.0,0.01,29.5,30.13,9.4,1,10.5,41.786,-87.752
980,1,2009-08-31,68,49,59.0,44,52.0, ,0.0,0.0,29.55,30.27,4.8,3,6.0,41.995,-87.933
981,2,2009-08-31,67,49,58.0,44,52.0, ,0.0,0.0,29.6,30.26,5.3,4,6.8,41.786,-87.752
982,1,2009-09-01,72,47,60.0,47,53.0, ,0.0,0.0,29.57,30.31,3.3,4,3.4,41.995,-87.933
983,2,2009-09-01,71,50,61.0,49,55.0, ,0.0,0.0,29.63,30.3,3.2,6,3.5,41.786,-87.752
984,1,2009-09-02,73,50,62.0,50,56.0, ,0.0,0.0,29.51,30.25,4.1,6,5.1,41.995,-87.933
985,2,2009-09-02,72,53,63.0,51,56.0, ,0.0,0.0,29.56,30.23,3.2,8,3.9,41.786,-87.752
986,1,2009-09-03,75,56,66.0,54,59.0, ,0.0,0.0,29.42,30.16,4.7,5,6.0,41.995,-87.933
987,2,2009-09-03,75,57,66.0,55,60.0,BR,0.0,0.0,29.48,30.14,5.2,6,5.9,41.786,-87.752
988,1,2009-09-04,75,54,65.0,54,59.0,BR,0.0,0.0,29.44,30.15,3.6,4,4.1,41.995,-87.933
989,2,2009-09-04,75,58,67.0,55,60.0,BR HZ,0.0,0.0,29.49,30.14,3.8,4,4.4,41.786,-87.752
990,1,2009-09-05,78,54,66.0,57,61.0,BR HZ,0.0,0.0,29.49,30.21,4.3,4,5.3,41.995,-87.933
991,2,2009-09-05,78,57,68.0,57,62.0,BR HZ,0.0,0.0,29.54,30.19,5.2,6,5.8,41.786,-87.752
992,1,2009-09-06,77,61,69.0,59,63.0,RA BR HZ,0.0,0.03,29.47,30.19,4.2,5,5.3,41.995,-87.933
993,2,2009-09-06,77,66,72.0,59,64.0, ,0.0,0.01,29.52,30.17,6.3,8,6.6,41.786,-87.752
994,1,2009-09-07,77,59,68.0,59,62.0,BR,0.0,0.0,29.39,30.09,5.8,3,4.0,41.995,-87.933
995,2,2009-09-07,77,63,70.0,59,63.0,BR HZ,0.0,0.0,29.44,30.09,6.3,4,6.9,41.786,-87.752
996,1,2009-09-08,78,60,69.0,60,63.0, ,0.0,0.0,29.36,30.07,6.6,3,7.3,41.995,-87.933
997,2,2009-09-08,78,62,70.0,62,65.0,BR HZ,0.0,0.0,29.41,30.05,6.9,4,8.0,41.786,-87.752
998,1,2009-09-09,78,65,72.0,63,65.0,BR HZ,0.0,0.0,29.42,30.14,6.1,6,6.9,41.995,-87.933
999,2,2009-09-09,77,68,73.0,63,66.0,BR HZ,0.0,0.0,29.47,30.12,6.8,7,7.2,41.786,-87.752
1000,1,2009-09-10,81,64,73.0,62,65.0,BR HZ,0.0,0.0,29.48,30.2,6.0,6,6.8,41.995,-87.933
1001,2,2009-09-10,80,65,73.0,62,66.0,BR HZ,0.0,0.0,29.54,30.17,6.6,7,7.3,41.786,-87.752
1002,1,2009-09-11,80,61,71.0,59,63.0,BR,0.0,0.0,29.44,30.17,5.1,7,5.6,41.995,-87.933
1003,2,2009-09-11,78,64,71.0,59,64.0, ,0.0,0.0,29.49,30.15,6.4,8,6.7,41.786,-87.752
1004,1,2009-09-12,79,58,69.0,60,63.0,FG+ BR,0.0,0.0,29.41,30.14,3.7,3,4.8,41.995,-87.933
1005,2,2009-09-12,78,61,70.0,61,64.0,FG+ FG BR,0.0,0.0,29.47,30.12,3.2,6,4.5,41.786,-87.752
1006,1,2009-09-13,80,58,69.0,54,60.0,FG+ MIFG BR,0.0,0.0,29.39,30.12,1.5,7,3.0,41.995,-87.933
1007,2,2009-09-13,79,57,68.0,55,61.0,FG+ BR,0.0,0.01,29.45,30.11,2.5,7,4.2,41.786,-87.752
1008,1,2009-09-14,84,58,71.0,55,61.0, ,0.0,0.0,29.34,30.07,0.1,33,2.1,41.995,-87.933
1009,2,2009-09-14,84,59,72.0,56,62.0, ,0.0,0.0,29.4,30.05,1.1,13,2.7,41.786,-87.752
1010,1,2009-09-15,82,64,73.0,59,63.0, ,0.0,0.0,29.36,30.07,6.2,2,7.8,41.995,-87.933
